"|","|__Codigo","|__Seccion","|__Profesores__001","|__Profesores__002","|__Profesores__003","|__Profesores__004","|__Profesores__005","|__Profesores__006","|__Profesores__007","|__Profesores__008","|__Profesores__009","|__Profesores__010","|__Profesores__011","|__Profesores__012"
"1108","IN7100","1","Juan Castellón M.","Alex Caqueo","Iván Braga C.","","","","","","","","",""
"1109","IN7104","1","Christian Willatt H.","","","","","","","","","","",""
"1110","IN7106","1","Sebastián Conde D.","Sebastián Depolo","","","","","","","","","",""
"1111","IN7108","1","Jorge Fuenzalida B.","Iván Rubio P.","","","","","","","","","",""
"1112","IN7304","1","Patricio Meller B.","","","","","","","","","","",""
"1113","IN7305","1","Patricio Meller B.","","","","","","","","","","",""
"1114","IN7306","1","Patricio Meller B.","","","","","","","","","","",""
"1115","IN7307","1","Patricio Meller B.","","","","","","","","","","",""
"1116","IN7308","1","","","","","","","","","","","",""
"1117","IN7500","1","Juan Escobar","","","","","","","","","","",""
"1118","IN7501","1","Juan Escobar","","","","","","","","","","",""
"1119","IN7504","1","Mauricio Canals C.","","","","","","","","","","",""
"1120","IN7505","1","Alejandro Corvalan A.","","","","","","","","","","",""
"1121","IN7560","1","Cristián Andrade M.","Carlos Reveco","","","","","","","","","",""
"1122","IN7561","1","Cristián Julio A.","","","","","","","","","","",""
"1123","IN7562","1","Enrique Bravo C.","Juan Neme Gaviola","","","","","","","","","",""
"1124","IN7563","1","Eduardo Olguín Macaya","","","","","","","","","","",""
"1125","IN7564","1","Ezequiel Muñoz K.","Cinthya Leonor Vergara Silva","","","","","","","","","",""
"1126","IN7571","1","Juan Enrique Castro","Claudio Salvatore C.","","","","","","","","","",""
"1127","IN7581","1","Ricardo Muñoz C.","","","","","","","","","","",""
"1128","IN7584","1","Eduardo Díaz C.","","","","","","","","","","",""
"1129","IN7590","1","Francisco Tubino C.","Pablo Cleveland O.","","","","","","","","","",""
"1130","IN7595","1","Eduardo Contreras V.","Claudio Jiménez C.","","","","","","","","","",""
"1131","IN7597","1","Cristián Andrade M.","","","","","","","","","","",""
"1132","IN7598","1","Claudio Pizarro T.","","","","","","","","","","",""
"1133","IN7600","1","Richard Weber H.","","","","","","","","","","",""
"1134","IN7602","1","Denis Saure V.","","","","","","","","","","",""
"1135","IN7603","1","Denis Saure V.","","","","","","","","","","",""
"1136","IN7613","1","Marcelo Olivares A.","","","","","","","","","","",""
"1137","IN7614","1","Marcelo Olivares A.","","","","","","","","","","",""
"1138","IN7615","1","Sebastián A. Ríos","","","","","","","","","","",""
"1139","IN7616","1","Andreas Wiese","","","","","","","","","","",""
"1140","IN8564","1","Felipe Vera Cid","Rocío Ruiz M.","","","","","","","","","",""
"1141","EP600","1","Gabriel Cruz F.","","","","","","","","","","",""
"1142","EP601","1","Sara Arancibia C.","","","","","","","","","","",""
"1143","IN7A0","1","","","","","","","","","","","",""
"1144","IN7A1","1","Pamela Jervis","","","","","","","","","","",""
"1145","IN7A1","2","Pablo González S.","","","","","","","","","","",""
"1146","IN7A2","1","Sara Arancibia C.","","","","","","","","","","",""
"1147","IN7A2","2","Sara Arancibia C.","","","","","","","","","","",""
"1148","IN7A6","1","Francisco Tubino C.","","","","","","","","","","",""
"1149","IN7A9","1","Eduardo Contreras V.","Joan Massons","","","","","","","","","",""
"1150","IN7E5","1","J. Miguel Cruz","","","","","","","","","","",""
"1151","IN7G3","1","Ximena Azua R.","","","","","","","","","","",""
"1152","IN7G4","1","Patricio Rodríguez","","","","","","","","","","",""
"1153","IN7G8","1","Jerko Juretic D.","","","","","","","","","","",""
"1154","IN7H0","1","Marcela Guajardo O.","","","","","","","","","","",""
"1155","IN7H6","1","Marcela Guajardo O.","","","","","","","","","","",""
"1156","IN7M0","1","Alex Jaques G.","Jorge López D.","","","","","","","","","",""
"1157","IN7M1","1","Marcos Lima A.","Teodoro Wigodski S.","","","","","","","","","",""
"1158","IN7M2","1","Jorge Cristián Quinzio Santelices","Marcelo Olivares Cabrera","","","","","","","","","",""
"1159","IN7M3","1","Andrés Kettlun L.","","","","","","","","","","",""
"1160","IN7M6","1","Roberto Ecclefield E.","","","","","","","","","","",""
"1161","IN7M7","1","Ricardo Montoya","","","","","","","","","","",""
"1162","IN7M8","1","Sara Arancibia C.","","","","","","","","","","",""
"1163","IN7N1","1","Jaime Gatica B.","","","","","","","","","","",""
"1164","IN7N1","2","Enrique Silva R.","","","","","","","","","","",""
"1165","IN7N1","3","Jaime Gatica B.","","","","","","","","","","",""
"1166","IN7N1","4","Jaime Gatica B.","","","","","","","","","","",""
"1167","IN7N2","1","Claudio Guzmán P.","","","","","","","","","","",""
"1168","IN7N2","2","","","","","","","","","","","",""
"1169","IN7N4","1","Roberto Freraut C.","Octavio Araneda O.","Antonio Pinochet","","","","","","","","",""
"1170","IN7N6","1","Jacques Clerc P.","","","","","","","","","","",""
"1171","IN7N8","1","Enrique Silva R.","Juan Guzmán B.","","","","","","","","","",""
"1172","IN7N9","1","Patricio Meller B.","","","","","","","","","","",""
"1173","IN7Q1","1","Sara Arancibia C.","","","","","","","","","","",""
"1174","IN7Q4","1","Jorge Lara B.","","","","","","","","","","",""
"1175","IN7S7","1","Sebastián Miller","","","","","","","","","","",""
"1176","IN7T2","1","Cristián Binimelis S.","","","","","","","","","","",""
"1177","IN7T3","1","Anahí Urquiza","","","","","","","","","","",""
"1178","IN7T5","1","Gabriela Rubilar","","","","","","","","","","",""
"1179","IN7U3","1","María Pía Martín","","","","","","","","","","",""
"1180","IN7U4","1","María Pía Martín","","","","","","","","","","",""
"1181","IN7U5","1","Andrea Peroni","","","","","","","","","","",""
"1182","IN70L","1","Andres Weintraub P.","Cristián E. Cortés","","","","","","","","","",""
"1183","IN70M","1","Fernando Barros Aravena","","","","","","","","","","",""
"1184","IN70M","2","Hernán E. Triviño Oyarzún","","","","","","","","","","",""
"1185","IN70M","3","","","","","","","","","","","",""
"1186","IN70U","1","Cristián Binimelis S.","","","","","","","","","","",""
"1187","IN70U","2","Cristián Binimelis S.","","","","","","","","","","",""
"1188","IN70U","3","Cristián Binimelis S.","","","","","","","","","","",""
"1189","IN70W","1","Emilio Valdatta C.","","","","","","","","","","",""
"1190","IN70Z","1","Patricio Meller B.","","","","","","","","","","",""
"1191","IN71A","1","Pablo González S.","","","","","","","","","","",""
"1192","IN73C","1","Sara Arancibia C.","","","","","","","","","","",""
"1193","IN73G","1","Eduardo Contreras V.","Michael Jorratt D.","","","","","","","","","",""
"1194","IN73I","1","Ignacia Fernández G.","","","","","","","","","","",""
"1195","IN74A","1","Juan Carlos Cortazar V.","","","","","","","","","","",""
"1196","IN74A","2","Cristián Leyton N.","","","","","","","","","","",""
"1197","IN74M","1","Michael Jorratt D.","","","","","","","","","","",""
"1198","IN74M","2","Roger Lowick-Russell A.","Michael Jorratt D.","","","","","","","","","",""
"1199","IN74M","3","Iván Álvarez V.","","","","","","","","","","",""
"1200","IN74P","1","Ernesto Solis G.","","","","","","","","","","",""
"1201","IN74R","1","Eduardo Contreras V.","Joan Massons","","","","","","","","","",""
"1202","IN74R","2","Eduardo Contreras V.","","","","","","","","","","",""
"1203","IN74S","1","J. Miguel Cruz","","","","","","","","","","",""
"1204","IN74S","2","Roger Lowick-Russell A.","","","","","","","","","","",""
"1205","IN74V","1","Cristián Binimelis S.","","","","","","","","","","",""
"1206","IN74V","2","Cristián Binimelis S.","","","","","","","","","","",""
"1207","IN74W","1","Cristián Binimelis S.","","","","","","","","","","",""
"1208","IN75N","1","Francisco Tubino C.","","","","","","","","","","",""
"1209","IN75N","2","","","","","","","","","","","",""
"1210","IN75R","1","Francisco Tubino C.","","","","","","","","","","",""
"1211","IN75S","1","","","","","","","","","","","",""
"1212","IN75S","2","Francisco González S.","","","","","","","","","","",""
"1213","IN75T","1","Iván Braga C.","","","","","","","","","","",""
"1214","IN75Y","1","Ronald Fischer B.","","","","","","","","","","",""
"1215","IN76M","1","Pamela Jervis","","","","","","","","","","",""
"1216","IN77N","1","Christian Diez F.","","","","","","","","","","",""
"1217","IN77O","1","Fernando Ordoñez P.","","","","","","","","","","",""
"1218","IN77P","1","Christian Diez F.","","","","","","","","","","",""
"1219","IN77P","2","Jorge Lara B.","","","","","","","","","","",""
"1220","IN77R","1","Andrés Musalem S.","","","","","","","","","","",""
"1221","IN77R","2","Marcel Goic F.","","","","","","","","","","",""
"1222","IN77R","3","","","","","","","","","","","",""
"1223","IN78C","1","Jorge De la Fuente O.","","","","","","","","","","",""
"1224","IN78N","1","Cristián Binimelis S.","","","","","","","","","","",""
"1225","IN78N","2","Claudia Vargas P.","Cristián Binimelis S.","","","","","","","","","",""
"1226","IN79C","1","Jorge Lara B.","","","","","","","","","","",""
"1227","IN79C","2","Rodrigo Briceño H.","","","","","","","","","","",""
"1228","IN79C","3","Manuel Vergara T.","","","","","","","","","","",""
"1229","IN79C","4","Jorge Lara B.","","","","","","","","","","",""
"1230","IN79C","5","","","","","","","","","","","",""
"1231","IN79C","6","","","","","","","","","","","",""
"1232","IN79C","7","Enrique Jofre R.","Gerardo Díaz Rodenas","","","","","","","","","",""
"1233","IN79C","8","Luis Zaviezo Schwartzman","Loreto Burgos R.","","","","","","","","","",""
"1234","IN79C","9","Iván Braga C.","Manuel Rojas V.","","","","","","","","","",""
"1235","IN79C","10","Juan Guzmán B.","","","","","","","","","","",""
"1236","IN79C","11","Julio Morales O.","","","","","","","","","","",""
"1237","IN79C","12","Roberto Freraut C.","","","","","","","","","","",""
"1238","IN79C","13","Enrique Silva R.","","","","","","","","","","",""
"1239","IN79C","14","Jorge Taboada R.","","","","","","","","","","",""
"1240","IN79C","15","Manuel Vergara T.","","","","","","","","","","",""
"1241","IN79J","1","Felipe Vera Cid","Rocío Ruiz M.","","","","","","","","","",""
"1242","IN79P","1","Eduardo Kohler E.","","","","","","","","","","",""
"1243","IN79P","2","Eduardo Kohler E.","","","","","","","","","","",""
"1244","IN79P","3","Eduardo Kohler E.","","","","","","","","","","",""
"1245","IN79R","1","Manuel Vergara T.","","","","","","","","","","",""
"1246","IN79R","2","Jorge Lara B.","","","","","","","","","","",""
"1247","IN79R","3","Rodrigo Briceño H.","","","","","","","","","","",""
"1248","IN79R","4","Manuel Vergara T.","","","","","","","","","","",""
"1249","IN79R","5","Rodrigo Briceño H.","","","","","","","","","","",""
"1250","IN79R","6","Ricardo Flores B.","","","","","","","","","","",""
"1251","IN700","1","Piero Zanocco Lemp","","","","","","","","","","",""
"1252","IN701","1","Juan Escobar","","","","","","","","","","",""
"1253","IN703","1","Jorge Lorca G.","Bernabe Lopez M.","","","","","","","","","",""
"1254","IN709","1","Carlos Noton N.","","","","","","","","","","",""
"1255","IN787","1","Marcelo Olivares A.","","","","","","","","","","",""
"1256","IN793","1","Alejandra Mizala S.","","","","","","","","","","",""
"1257","MA1001","1","Jorge A. San Martín H.","","","","","","","","","","",""
"1258","MA1001","2","Raúl Gormaz A.","","","","","","","","","","",""
"1259","MA1001","3","Patricio Felmer A.","","","","","","","","","","",""
"1260","MA1001","4","Mauricio Telias H.","","","","","","","","","","",""
"1261","MA1001","5","Michael Schraudner","","","","","","","","","","",""
"1262","MA1001","6","Cristián Reyes","","","","","","","","","","",""
"1263","MA1001","7","Jorge A. San Martín H.","","","","","","","","","","",""
"1264","MA1001","8","Argenis J. Méndez G.","","","","","","","","","","",""
"1265","MA1001","9","Amitai Linker G.","","","","","","","","","","",""
"1266","MA1002","1","Pablo Ugalde S.","","","","","","","","","","",""
"1267","MA1101","1","Maria Leonor Varas S.","","","","","","","","","","",""
"1268","MA1101","2","Nicolás Zalduendo Vidal","","","","","","","","","","",""
"1269","MA1101","3","Paulina Cecchi B.","","","","","","","","","","",""
"1270","MA1101","4","Álvaro Hernández U.","","","","","","","","","","",""
"1271","MA1101","5","Sebastián Donoso F.","","","","","","","","","","",""
"1272","MA1101","6","Marcos Kiwi","","","","","","","","","","",""
"1273","MA1101","7","Pablo R. Dartnell R.","","","","","","","","","","",""
"1274","MA1101","8","Natacha Astromujoff","","","","","","","","","","",""
"1275","MA1101","9","Alexis Fuentes P.","","","","","","","","","","",""
"1276","MA1102","1","Alejandro Maass S.","","","","","","","","","","",""
"1277","MA2001","1","Aris Daniilidis","","","","","","","","","","",""
"1278","MA2001","2","Ángel Pardo","","","","","","","","","","",""
"1279","MA2001","3","Hanne Van Den Bosch","","","","","","","","","","",""
"1280","MA2001","4","Jaime Ortega P.","","","","","","","","","","",""
"1281","MA2001","5","Javier Ramírez Ganga","","","","","","","","","","",""
"1282","MA2001","6","Sebastian Tapia Garcia","","","","","","","","","","",""
"1283","MA2001","7","Ariel Perez","","","","","","","","","","",""
"1284","MA2001","8","Aris Daniilidis","","","","","","","","","","",""
"1285","MA2002","1","Michal Kowalczyk","","","","","","","","","","",""
"1286","MA2002","2","Juvenal Letelier","","","","","","","","","","",""
"1287","MA2002","3","Raúl Gormaz A.","","","","","","","","","","",""
"1288","MA2601","1","Axel Osses A.","","","","","","","","","","",""
"1289","MA2601","2","Raul Manasevich T.","","","","","","","","","","",""
"1290","MA2601","3","Donato Vásquez V.","","","","","","","","","","",""
"1291","MA2601","4","Álvaro Hernández U.","","","","","","","","","","",""
"1292","MA2601","5","Christopher Maulén Marchant","","","","","","","","","","",""
"1293","MA2601","6","Alexis Fuentes P.","","","","","","","","","","",""
"1294","MA2601","7","Alexander Frank M.","","","","","","","","","","",""
"1295","MA2601","8","Álvaro Bustos G.","","","","","","","","","","",""
"1296","MA3401","1","Joaquin Fontbona T.","","","","","","","","","","",""
"1297","MA3403","1","Servet Martinez A.","","","","","","","","","","",""
"1298","MA3403","2","Raul Gouet B.","","","","","","","","","","",""
"1299","MA3403","3","Fernando Lema F.","","","","","","","","","","",""
"1300","MA3403","4","Vicente Acuña A.","","","","","","","","","","",""
"1301","MA3403","5","Laura Pérez M.","","","","","","","","","","",""
"1302","MA3701","1","Jorge G. Amaya A.","","","","","","","","","","",""
"1303","MA3701","2","Emilio Molina","","","","","","","","","","",""
"1304","MA3711","1","Rafael Correa F.","","","","","","","","","","",""
"1305","MA3801","1","Claudio Muñoz C.","","","","","","","","","","",""
"1306","MA4001","1","Hanne Van Den Bosch","","","","","","","","","","",""
"1307","MA4002","1","Carlos Conca R.","","","","","","","","","","",""
"1308","MA4230","1","Jaime Ortega P.","","","","","","","","","","",""
"1309","MA4231","1","Maya Stein","","","","","","","","","","",""
"1310","MA4401","1","Daniel Remenik","","","","","","","","","","",""
"1311","MA4702","1","Iván Rapaport","José A. Soto S.","","","","","","","","","",""
"1312","MA4801","1","Salome Martinez S.","","","","","","","","","","",""
"1313","MA4902","1","Sebastián Donoso F.","","","","","","","","","","",""
"1314","MA5112","1","Michal Kowalczyk","","","","","","","","","","",""
"1315","MA5201","1","Marcos Kiwi","","","","","","","","","","",""
"1316","MA5204","1","Felipe Tobar","","","","","","","","","","",""
"1317","MA5304","1","Patricio Felmer A.","","","","","","","","","","",""
"1318","MA5307","1","Axel Osses A.","","","","","","","","","","",""
"1319","MA5406","1","Servet Martinez A.","Andrew Hart","Jocelyn Dunstan E.","","","","","","","","",""
"1320","MA5602","1","Jaime Ortega P.","","","","","","","","","","",""
"1321","MA5606","1","Joaquin Fontbona T.","Claudio Muñoz C.","","","","","","","","","",""
"1322","MA5701","1","Héctor Ramírez C.","","","","","","","","","","",""
"1323","MA5802","1","Alejandro Maass S.","Sebastián Donoso F.","","","","","","","","","",""
"1324","MA5902","1","Sebastián Donoso F.","","","","","","","","","","",""
"1325","MA6420","1","Maya Stein","","","","","","","","","","",""
"1326","MA6510","1","","","","","","","","","","","",""
"1327","MA6902","1","Sebastián Donoso F.","","","","","","","","","","",""
"1328","MA6908","1","Sebastián Donoso F.","","","","","","","","","","",""
"1329","MA6909","1","Sebastián Donoso F.","","","","","","","","","","",""
"1330","MA6910","1","Sebastián Donoso F.","","","","","","","","","","",""
"1331","MA6911","1","","","","","","","","","","","",""
"1332","MA6912","1","Sebastián Donoso F.","","","","","","","","","","",""
"1333","MA6913","1","Martín Matamala","","","","","","","","","","",""
"1334","MA6920","1","Nicolás Hernández","","","","","","","","","","",""
"1335","MA7991","1","Maya Stein","","","","","","","","","","",""
"1336","MA799","1","Sebastián Donoso F.","Maya Stein","","","","","","","","","",""
"1337","MA896","1","Sebastián Donoso F.","Maya Stein","","","","","","","","","",""
"1338","MA897","1","Maya Stein","","","","","","","","","","",""
"1339","MA898","1","Maya Stein","","","","","","","","","","",""
"1340","MA899","1","Maya Stein","","","","","","","","","","",""
"1341","ME3110","1","Aquiles Sepúlveda O.","","","","","","","","","","",""
"1342","ME3120","1","Mauro Monsalve R.","","","","","","","","","","",""
"1343","ME3120","2","Alexis Barry D.","","","","","","","","","","",""
"1344","ME3130","1","Roger Bustamante P.","","","","","","","","","","",""
"1345","ME3140","1","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1346","ME3140","2","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1347","ME3201","1","Aquiles Sepúlveda O.","","","","","","","","","","",""
"1348","ME3203","1","Mauro Monsalve R.","","","","","","","","","","",""
"1349","ME3203","2","Alexis Barry D.","","","","","","","","","","",""
"1350","ME3204","1","Roger Bustamante P.","","","","","","","","","","",""
"1351","ME3301","1","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1352","ME3301","2","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1353","ME3401","1","Reynaldo Cabezas Cifuentes","","","","","","","","","","",""
"1354","ME3601","1","Rodrigo Palma H.","","","","","","","","","","",""
"1355","ME4010","1","Sergio Courtin V.","","","","","","","","","","",""
"1356","ME4012","1","Reynaldo Cabezas Cifuentes","","","","","","","","","","",""
"1357","ME4301","1","Álvaro Valencia M.","","","","","","","","","","",""
"1358","ME4302","1","Ramon Frederick G.","","","","","","","","","","",""
"1359","ME4501","1","Rodrigo Hernandez P.","","","","","","","","","","",""
"1360","ME4601","1","Ali Akbarifakhrabadi","","","","","","","","","","",""
"1361","ME4603","1","Juan Carlos Salgado T.","Eduardo Aguero","","","","","","","","","",""
"1362","ME4603","2","Juan Carlos Salgado T.","Eduardo Aguero","","","","","","","","","",""
"1363","ME4603","3","Juan Carlos Salgado T.","Eduardo Aguero","","","","","","","","","",""
"1364","ME4603","4","Juan Carlos Salgado T.","Eduardo Aguero","","","","","","","","","",""
"1365","ME4701","1","Karim Pichara","","","","","","","","","","",""
"1366","ME4703","1","","","","","","","","","","","",""
"1367","ME4704","1","Rodrigo Pascual J.","","","","","","","","","","",""
"1368","ME4706","1","Bruno Grossi","","","","","","","","","","",""
"1369","ME4707","1","Juan C. Zagal","","","","","","","","","","",""
"1370","ME4901","1","Juan Carlos Elicer C.","","","","","","","","","","",""
"1371","ME5101","1","Rafael Ruiz G.","","","","","","","","","","",""
"1372","ME5101","2","Viviana Meruane N.","","","","","","","","","","",""
"1373","ME5300","1","Juan Carlos Elicer C.","","","","","","","","","","",""
"1374","ME5301","1","Kim Hauser Vavra","","","","","","","","","","",""
"1375","ME5301","2","Ricardo Díaz S.","","","","","","","","","","",""
"1376","ME5301","3","Ricardo Díaz S.","","","","","","","","","","",""
"1377","ME5301","4","Kim Hauser Vavra","","","","","","","","","","",""
"1378","ME5400","1","Ramon Frederick G.","","","","","","","","","","",""
"1379","ME5400","2","Ramon Frederick G.","","","","","","","","","","",""
"1380","ME5400","3","Mónica Zamora Z.","","","","","","","","","","",""
"1381","ME5400","4","Mónica Zamora Z.","","","","","","","","","","",""
"1382","ME5500","1","Alejandro Ortiz Bernardin","","","","","","","","","","",""
"1383","ME5510","1","Carlos Correa","","","","","","","","","","",""
"1384","ME5601","1","Gabriel Arevalo G.","","","","","","","","","","",""
"1385","ME5602","1","Alejandro Font F.","","","","","","","","","","",""
"1386","ME5700","1","Rubén Fernández Urrutia","","","","","","","","","","",""
"1387","ME5701","1","Henry Valenzuela C.","","","","","","","","","","",""
"1388","ME5702","1","Enrique López Droguett","","","","","","","","","","",""
"1389","ME5703","1","Guillermo Ugarte","","","","","","","","","","",""
"1390","ME5704","1","Eduardo Salamanca H.","","","","","","","","","","",""
"1391","ME5802","1","Paula Cabrera P.","","","","","","","","","","",""
"1392","ME5804","1","Catalina Millán Montoya","","","","","","","","","","",""
"1393","ME5804","2","Catalina Millán Montoya","","","","","","","","","","",""
"1394","ME5805","1","Renato León C.","Ninoska Leiva C.","","","","","","","","","",""
"1395","ME5901","1","Juan Carlos Elicer C.","","","","","","","","","","",""
"1396","ME6600","1","Osvaldo González","","","","","","","","","","",""
"1397","ME6700","1","Jorge Igor P.","","","","","","","","","","",""
"1398","ME6901","1","Juan Carlos Elicer C.","","","","","","","","","","",""
"1399","ME6908","1","Aquiles Sepúlveda O.","","","","","","","","","","",""
"1400","ME6909","1","Ali Akbarifakhrabadi","","","","","","","","","","",""
"1401","ME6909","2","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1402","ME6910","1","Williams R. Calderón Muñoz","","","","","","","","","","",""
"1403","ME7000","1","Rubén Fernández Urrutia","","","","","","","","","","",""
"1404","ME7160","1","Frank Dinter","","","","","","","","","","",""
"1405","ME7200","1","Viviana Meruane N.","","","","","","","","","","",""
"1406","ME7303","1","Viviana Meruane N.","","","","","","","","","","",""
"1407","ME7304","1","Enrique López Droguett","","","","","","","","","","",""
"1408","ME708","1","Alejandro Ortiz Bernardin","","","","","","","","","","",""
"1409","ME711","1","Ramon Frederick G.","","","","","","","","","","",""
"1410","ME720","1","Roger Bustamante P.","","","","","","","","","","",""
"1411","ME721","1","Ali Akbarifakhrabadi","","","","","","","","","","",""
"1412","ME733","1","Rodrigo Palma H.","","","","","","","","","","",""
"1413","ME790","1","Ramon Frederick G.","","","","","","","","","","",""
"1414","ME791","1","Ramon Frederick G.","","","","","","","","","","",""
"1415","MI3060","1","Kimie Suzuki Morales","","","","","","","","","","",""
"1416","MI3100","1","Pia Lois M.","","","","","","","","","","",""
"1417","MI3105","1","Sergio Moraga Garay","","","","","","","","","","",""
"1418","MI3110","1","Leandro A. Voisin A.","Luis Felipe Orellana E.","","","","","","","","","",""
"1419","MI3115","1","Kimie Suzuki Morales","","","","","","","","","","",""
"1420","MI3215","1","Sofia Rebolledo L.","Javier Vallejos M.","","","","","","","","","",""
"1421","MI3235","1","Leandro A. Voisin A.","Christian Ihle","","","","","","","","","",""
"1422","MI4020","1","Aldo Casali B.","","","","","","","","","","",""
"1423","MI4040","1","Xavier Emery","","","","","","","","","","",""
"1424","MI4060","1","Sofia Rebolledo L.","Javier Vallejos M.","","","","","","","","","",""
"1425","MI4070","1","Raúl Castro R.","","","","","","","","","","",""
"1426","MI4100","1","Gonzalo Montes A.","Leandro A. Voisin A.","Humberto Estay","","","","","","","","",""
"1427","MI4110","1","Gonzalo Montes A.","","","","","","","","","","",""
"1428","MI4901","1","","","","","","","","","","","",""
"1429","MI5021","1","Christian Ihle","Willy Kracht","","","","","","","","","",""
"1430","MI5022","1","Willy Kracht","Sebastián Avalos S.","","","","","","","","","",""
"1431","MI5041","1","Alejandro Cáceres S.","","","","","","","","","","",""
"1432","MI5041","2","Luis Felipe Orellana E.","","","","","","","","","","",""
"1433","MI5051","1","Jacques Wiertz","Andreina Garcia G.","","","","","","","","","",""
"1434","MI5051","2","Luis Felipe Orellana E.","","","","","","","","","","",""
"1435","MI5071","1","Sebastián Troncoso B.","Javier Santibañez B.","","","","","","","","","",""
"1436","MI5071","2","Ernesto Arancibia V.","","","","","","","","","","",""
"1437","MI5073","1","Juan L. Yarmuch G.","","","","","","","","","","",""
"1438","MI5081","1","Emilio Castillo Dintrans","","","","","","","","","","",""
"1439","MI5082","1","Edgar Rihm J.","","","","","","","","","","",""
"1440","MI5101","1","Tomas Vargas V.","Gonzalo Montes A.","Leandro A. Voisin A.","","","","","","","","",""
"1441","MI5901","1","","","","","","","","","","","",""
"1442","MI5902","1","","","","","","","","","","","",""
"1443","MI6041","1","Xavier Emery","","","","","","","","","","",""
"1444","MI6061","1","Javier Vallejos M.","","","","","","","","","","",""
"1445","MI6071","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1446","MI6072","1","Marcelo Vargas V.","","","","","","","","","","",""
"1447","MI6081","1","Benjamín Galdames C.","","","","","","","","","","",""
"1448","MI6111","1","Leticia Conca B.","","","","","","","","","","",""
"1449","MI6112","1","Octavio Fuenzalida G.","Willy Kracht","","","","","","","","","",""
"1450","MI6114","1","Willy Kracht","","","","","","","","","","",""
"1451","MI6121","1","Alfonso Ovalle W.","Kimie Suzuki Morales","","","","","","","","","",""
"1452","MI6131","1","Marcelo Olivares Cabrera","","","","","","","","","","",""
"1453","MI6133","1","Jorge Cubillos","","","","","","","","","","",""
"1454","MI6142","1","Hans Göpfert","","","","","","","","","","",""
"1455","MI6143","1","Pedro A. Aylwin Gómez","","","","","","","","","","",""
"1456","MI6144","1","Manuel Soto O.","Jorge Román P.","","","","","","","","","",""
"1457","MI6145","1","Paula Cabrera P.","","","","","","","","","","",""
"1458","MI6146","1","Michael Reynolds N.","","","","","","","","","","",""
"1459","MI6901","1","","","","","","","","","","","",""
"1460","MI6908","1","","","","","","","","","","","",""
"1461","MI6909","1","","","","","","","","","","","",""
"1462","MI6910","1","","","","","","","","","","","",""
"1463","MI7908","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1464","MI7909","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1465","MI7910","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1466","MI8130","1","Xavier Emery","","","","","","","","","","",""
"1467","MI8131","1","Xavier Emery","","","","","","","","","","",""
"1468","MI8132","1","Xavier Emery","","","","","","","","","","",""
"1469","MI8133","1","Xavier Emery","","","","","","","","","","",""
"1470","MI8134","1","Xavier Emery","","","","","","","","","","",""
"1471","MI8135","1","Xavier Emery","","","","","","","","","","",""
"1472","MI8136","1","Xavier Emery","","","","","","","","","","",""
"1473","MI8137","1","Xavier Emery","","","","","","","","","","",""
"1474","MI73A","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1475","MI74D","1","Gonzalo Montes A.","","","","","","","","","","",""
"1476","MI74G","1","Gonzalo Montes A.","","","","","","","","","","",""
"1477","MI74H","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1478","MI74J","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1479","MI74K","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1480","MI76B","1","José Munizaga R.","","","","","","","","","","",""
"1481","MI76C","1","José Munizaga R.","","","","","","","","","","",""
"1482","MI76D","1","José Munizaga R.","","","","","","","","","","",""
"1483","MI76F","1","José Munizaga R.","","","","","","","","","","",""
"1484","MI79A","1","Leandro A. Voisin A.","","","","","","","","","","",""
"1485","MI79B","1","Leandro A. Voisin A.","","","","","","","","","","",""
"1486","MI79C","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1487","MI79D","1","Luis Felipe Orellana E.","","","","","","","","","","",""
"1488","MT77A","1","Humberto Palza C.","","","","","","","","","","",""
"1489","MT77B","1","Humberto Palza C.","","","","","","","","","","",""
"1490","MT77H","1","Humberto Palza C.","","","","","","","","","","",""
"1491","MT78J","1","Cristián Covarrubias G.","","","","","","","","","","",""
"1492","MT754","1","Humberto Palza C.","","","","","","","","","","",""
"1493","MT772","1","Mónica Soler","Franck Quero","","","","","","","","","",""
"1494","MT773","1","Aquiles Sepúlveda O.","Felipe Torres","","","","","","","","","",""
"1495","MT775","1","Humberto Palza C.","","","","","","","","","","",""
"1496","MT776","1","Humberto Palza C.","","","","","","","","","","",""
"1497","BT1211","1","Natalia Jiménez T.","","","","","","","","","","",""
"1498","BT1211","2","Franck Quero","","","","","","","","","","",""
"1499","BT1211","3","J. Cristian Salgado H.","","","","","","","","","","",""
"1500","BT1211","4","Álvaro Olivera Nappa","","","","","","","","","","",""
